DAP,SAP,MAP
-7.846239119185128,-18.021554976118722,-12.188131461792665
2.694265996352577,-4.752770746811493,-2.1084447080805404
-2.3494923959814074,-10.244309748276322,-7.315743576420886
-11.760485699110106,-16.910052349500745,-12.38624474943282
-13.947996168745675,-32.34074595512263,-22.954596206621346
-23.977138400949244,-24.878665805734386,-23.210118021906055
-1.6522499846849783,-10.107915573063892,-2.7840675826657275
-9.05348496668823,-13.811465313367904,-9.902899690031134
-12.81122880213745,-21.37054734461792,-16.237871110228127
-14.928839733533934,-24.046786358289793,-18.50300026552702
-5.811320354871825,-22.669558575086683,-13.921304409703708
-9.684199383192137,-25.897837688856214,-17.56215835743083
-7.067492535047606,-12.320582439832748,-8.774621031915444
-33.962162302545934,-35.00821332793657,-32.11336129902122
8.22020421497487,3.0197685765471363,7.863688000066844
-25.821979404367212,-30.833133579171886,-27.654750324631692
-8.03486161463745,-12.040988018446043,-9.068705571287182
-9.918765118055418,-17.106005718641356,-11.809120120684383
0.05187065130135693,-11.131894760075582,-3.108059522962037
3.6442362417139122,-3.029038752182558,-1.060111210974199
10.793530325814714,5.8352058934416675,10.177408409304746
-3.348017742567137,-11.3233747982312,-6.320927310579776
3.2260864781584644,-3.4104834986481904,0.7587536742519774
-14.649381332341221,-13.943433456364659,-14.279646137129077
-3.731820754948643,-14.741147689763096,-8.253253550270102
-13.132075359754637,-19.864161541395262,-14.745225728967796
-4.768535898737355,-12.514179514460011,-7.165179016064755
-5.589388985708723,-22.75353922374582,-14.09221054136519
-22.292904184870167,-26.46443586211626,-22.41297493076968
-20.402308514051512,-27.63719468348512,-22.857081025441744
-13.570804880670948,-12.097286509088903,-11.0247036186517
-2.8581877254772934,-12.390391399793714,-7.211836836969155
-9.674532940321043,-14.086756756239012,-10.513099791144228
-5.941148787153878,-17.902009993208566,-10.700555034092758
-30.927654148019556,-32.164371372140636,-29.956771005856638
-8.907696054987355,-15.15406446319048,-10.106369812194643
-9.077176742497471,-10.810178451481846,-10.655617056668788
-7.815463116102293,-13.735713055067137,-10.369843265131948
-25.701275156549855,-25.123386667780323,-23.265211707066328
-28.395862461007837,-31.727710605539073,-27.56137556076129
-5.336955120496825,-11.704127361707762,-6.427435355582375
2.752492875443778,-11.636980085982003,-3.143327157109127
0.16976735054143433,-6.545434981001534,-1.7834809485835308
-10.565150310926512,-15.150057842664808,-10.891675744626198
-6.790431072645262,-13.4372663997937,-8.31119157183798
-23.704181552804712,-27.38180148688673,-24.48142598212749
-23.339565158761744,-25.54030978766798,-23.066749236565784
5.375981192513933,1.0905769871916675,4.618985773092106
-0.8751007842455181,-5.129972152653707,-0.2531387605291826
-29.806316257394556,-31.509815097726573,-28.3032605301119
-12.697040842585011,-18.88489942412798,-13.4681918822468
-6.088282635145262,-8.155482342176526,-7.624628147781493
-7.488558819227293,-5.5764265560437,-5.498758203810496
-27.37287509528518,-29.67232883063673,-26.03128625521623
-2.1733619166169262,-10.808783669546614,-5.914172875049388
-12.421206524305418,-18.845904400281995,-13.868538550900197
-15.180632641248778,-21.1761580013562,-17.165216219050876
3.8934160818017958,-3.4183591257177284,-0.5574837781022808
-20.707152416639403,-30.484278728895262,-24.395052846263283
-15.148679428044346,-13.995977096501363,-15.700177898819462
-9.702677776746825,-13.286669781141356,-9.870181485806285
-31.224670291818384,-34.860774875558604,-31.650364978234634
-5.058535625867918,-12.15607743494995,-7.5218056873104615
-7.183316879216221,-14.473882369938863,-10.9427335710879
-5.471842815809325,-9.9144392513562,-6.322727227595365
-10.565150310926512,-15.150057842664808,-10.891675744626198
24.760039006606483,17.624128972426803,25.666895119034237
18.066748296157257,11.533819829360397,14.777427650625981
-36.35706698981643,-43.59853732673048,-40.3204425114576
-5.154841473035887,-9.77485947840698,-6.49796366818282
-32.30060987334673,-40.82748823028032,-36.45715605089909
-28.487659336007823,-29.936015964425792,-26.91504489435981
7.583765335139233,-5.696904830876363,7.649392533182933
-1.0384779476452621,-11.297823955946043,-5.408654562710822
-12.95973496668823,-21.43461137049684,-15.679673718208846
7.95344624988698,0.37238393299244876,3.96766949716492
5.003681998177996,0.17353902332448,3.9644694653137833
-21.659091045789793,-29.37329392664917,-24.495753920810216
8.710565872248615,0.7081626129712646,11.796200928615391
-9.032656719617918,-13.468836834363998,-9.41826419734656
-8.977572491102293,-9.772967388563245,-9.306010716795868
-11.496890118055418,-13.505900432996825,-10.791099411392494
9.087651114388933,4.6571434544768096,9.255916993828862
-10.1973982357312,-15.567820599012435,-11.369563369896738
18.999605809584992,15.56777826441899,18.45241912811848
17.430136357680702,13.606085454360397,16.569992662294766
-18.094782879285887,-35.08951859705934,-26.004549786385326
-6.171748211317137,-11.104289104871825,-8.209599362826637
-6.086866073552159,-10.255117111149815,-8.63916384410038
-2.270209362440184,0.7033128238391129,0.6488167264519973
0.049086247817413664,-8.923890436752885,-5.071398401193022
-0.8946714901257309,-10.681483318739012,-4.654113005475153
-9.30165391200073,-17.684184124403075,-12.948130639043171
7.5627449559416675,1.3303307103361846,6.4579703709868
-8.141627361707762,-15.907107403211654,-10.75125959336026
-22.11287217371948,-28.395075848035887,-24.7386401700918
-38.873012424386744,-46.46442782966017,-43.67921010933216
-22.704920818739012,-30.690470745496825,-25.573565215592126
-21.459559490614012,-29.857340862684325,-24.437294696037043
3.3161296552289343,-5.411165266646066,0.6037224515546313
-7.2346550750170024,-10.141248397770894,-9.28355345723601
-7.2509871029187,-11.01340012782103,-8.019080119008152
-38.27620725493853,-42.248829172663136,-37.72839090822691
-27.675659464411183,-27.41743879180376,-25.165754210745632
5.577109013930702,4.002440129653365,4.093870002154986
-10.681310348454502,-14.595868759099034,-13.897823066311531
-16.63322358363159,-19.24194627039917,-18.4423439784091
-27.288539768136744,-30.125041843332042,-26.13100087331975
-10.168698959294346,-13.557340316716221,-12.481720947346872
-8.508906414442137,-16.404276897840575,-12.673689221206303
-10.642175369206463,-14.68017356866936,-8.604610776918193
-4.227351238660887,-17.954249432020276,-10.545375187686844
-35.2355993994844,-42.81586825934767,-38.47780308642366
-20.015070965223387,-28.51728348963745,-23.450254751264495
-25.317900707655028,-21.33276658289917,-24.51232846838613
-6.58906083338745,-14.06013016932495,-9.303667297077709
15.866057073012726,14.41225305689946,14.53700332200465
-1.9627739715013774,-3.2880684661302837,-4.236312708279101
-20.707152416639403,-30.484278728895262,-24.395052846263283
0.08460707432739412,-9.502795269422592,-4.012362647401346
-3.943079998426512,-19.72098832362184,-10.508481077876851
2.4916705793012,-1.0460529619585799,1.5552159895551654
-1.5579711390290356,-10.059172768667693,-5.205272218979559
-18.313571026258543,-33.44566636317262,-25.641316163670723
-8.63844590418823,-10.16969590418823,-8.34357362025267
-0.3261849212084158,-8.053220443669332,2.490920742103171
-6.068559675825753,-15.54131510795466,-9.872391296099082
-10.672710703424855,-14.486500071100636,-10.72305617393279
7.761555533334246,2.4172752904143238,7.086945120331251
2.72659489570745,-12.366106062544517,-4.471501011486467
-9.05646805994995,-14.760058453016342,-10.567454699671487
-3.6028547786999496,-15.286456158094495,-9.375658205338311
-32.0175169715059,-40.036861301339854,-34.840456914421466
-7.668429424696043,-4.419573833875731,-5.450558439937382
-10.6945906185437,-26.780589153699964,-18.385946315904704
-6.5411736297045024,-6.5813423919115195,-8.266268164202245
16.402800237075233,10.60433832301274,12.649795550656279
11.440336532649006,9.946688003596279,13.932093251217125
-3.4567671322155746,-10.115496685438245,-5.277505315439413
0.6117998708642887,-5.908318842514603,-3.5907800690296057
11.44319025172367,4.92520013941899,7.1680239535564425
-5.137492229871825,-22.17931657069215,-12.986193174639268
-9.30165391200073,-17.684184124403075,-12.948130639043171
-3.572305048569291,-11.723840082748978,-8.52272061209446
-30.045287967599634,-32.627017856515636,-29.8340712326779
8.916479741469772,7.321112309829161,7.62608823827
-14.56398301356323,-25.73420243494995,-19.157507121625144
-10.237849285535887,-15.674105694227293,-10.783586780027804
-13.846278240614012,-18.073626568250745,-14.466404686901853
5.622190780695881,-2.7945305632982524,9.5453078334099
10.653566991225617,10.03468958033696,9.619258206823574
-0.3637787627611502,1.0134680939283243,1.5505457051695828
-7.526911785535887,-11.900492718153075,-8.072166479742876
-15.49640946619995,-32.53050523036012,-22.963087969446406
-6.3353376888562,-24.72147660487184,-13.640593082315604
-26.34804904548048,-28.486553073800792,-25.67949672464985
6.42899576319828,6.594168340102584,6.2739763521690435
-9.017855694227293,-17.64573197596559,-12.58164599366711
-22.904918552316417,-24.647662998117198,-21.936892368086973
-7.637860946599034,-9.748944930974034,-8.774485006905508
-12.421206524305418,-18.845904400281995,-13.868538550900197
1.722494096146903,-12.62572672904841,-5.335482819999797
-7.142072372380284,-8.64980094904044,-8.63269199828305
-5.952175425104542,-9.112156199030323,-6.238090473397435
10.878027593032265,9.816473637954147,9.98327294687141
-7.980486919813231,-17.666735699110106,-12.753334081722272
0.3201319326318739,-4.689645136459916,-2.5697362068783463
-3.878321697645262,-16.816836407117933,-10.062741028442986
24.04507318629399,18.025442754165084,24.914240979381816
-11.058695843153075,-17.2995710872937,-12.330320965073952
-8.851237347059325,-14.122408916883543,-9.808589479868232
-10.316753672174855,-20.27488355498737,-14.176343216604579
-0.14734046930411182,2.9493659210767333,0.9582124733084783
-7.836474468641356,-22.90275101893434,-14.215801584440527
-8.677927046431222,-18.94164469779841,-13.616876386487775
-3.856982281141356,-22.248606731824964,-11.356341455747284
-5.92484964855052,-23.071547646597395,-14.711761145596853
-9.82875602716544,-12.984853439274815,-13.279497685734299
25.14812341822757,18.433172856704147,26.55910982473675
3.7076975454248426,2.1898562063135074,2.6480184045399255
-9.149209670964275,-18.070317916813877,-7.404641060178548
4.067147116586199,-2.887457985952878,1.5382525387732926
-8.464692764225987,-11.379811935368565,-9.392626104859616
-18.372344067030028,-26.880549480848387,-21.38476493958072
3.188534598275652,-2.5686408472809745,1.4701899017705102
-1.7028837703991684,-14.485835125379651,-7.164070617689504
-28.130771518625025,-29.214031101144542,-26.328148049865632
-11.720524118952198,-14.098415659479542,-12.254829629550528
-10.402384807996825,-15.65583329432495,-11.515874273802922
7.030115098344169,3.0728740399945593,6.165032517681084
17.529074345961952,13.993773137465865,16.143160666512983
-18.26911454432495,-25.977061321668714,-21.394949981771546
-16.457411816053465,-25.37709336512573,-19.972435213112064
-10.252867748670653,-12.462786724500717,-9.98974478593584
-5.40999382013419,-5.17738883966544,-7.891992014778509
-6.165186932020262,-11.153979351453856,-7.016632266318538
18.410292302504914,16.00472894801274,19.358736717929148
0.7882181753076551,-7.084115351303666,-4.5704445346907505
-4.3350273894701274,-7.467633895817798,-7.4077627730926
-13.519863413385792,-13.624355600885792,-13.013932403612714
-3.661402752332762,-8.531275799207762,-5.409623672303155
-17.51695161097534,-25.949336101942123,-20.939904091267977
-6.0435705684948715,-8.981837322645276,-6.436210737945117
-17.06367020838745,-24.94317918055542,-20.041396471545895
-26.931789279855494,-31.67043674079298,-28.799472893704248
23.579287206069374,16.751219426528365,19.83615317019546
-17.03578477137573,-24.192744305067137,-19.576507020849647
-11.519597701970127,-13.803640060368565,-12.526169556421308
-14.733806894831105,-19.9087565408272,-15.095987460636763
-6.1758251482378625,-17.521142988814034,-10.37086305709768
9.857004796401398,5.262243901626007,7.365145187607624
-24.641819284967823,-29.270786570124073,-26.136281044871964
3.079428024348225,-4.78127067560294,3.2558302711130267
-13.534010937147215,-18.608714153699935,-14.245223151586643
-18.060256054334715,-25.7336531185437,-20.93908477049402
9.325634818002214,-0.529273171499753,6.221139603910785
1.3500734914697645,-4.495011652573197,-2.1092715994871583
5.898911337777605,-2.200827736929412,3.3968415028381287
7.4378059910979175,-2.5182715845856762,4.1795539374882225
-8.773493816785887,-19.156916668348387,-12.892833374289182
-10.88606553309448,-17.33430009119995,-12.621016222952164
2.9176311200726843,-1.682168989790597,1.5881592069370782
-24.80604159919143,-26.070445896066417,-22.94648622965478
-9.890264540327706,-22.014116316450753,-15.649317540896192
-7.682238628797606,-10.757227947645248,-8.170756051779037
-29.28470218268751,-32.15291965094923,-28.17922845097891
-17.094210674696043,-26.54575639002809,-20.569301557717978
-2.170008709364012,-12.116908123426512,-6.271471009982491
6.775564824477577,3.353415166274459,4.246583799289212
-21.572610549870518,-20.88221519464591,-22.61710835082522
-3.99953239435294,-3.1005150603685507,-5.924068916751537
18.949320470229537,12.458861028090865,18.049408076514027
-1.347890548649815,-1.0889107512865337,-0.40373069757559676
-9.4694929622937,-24.162753155164808,-15.994807355592854
10.758482610122115,4.461462651626022,6.967185012544604
1.3830078648772144,-6.210517067984128,-1.2199156957518653
-11.697299053602293,-17.226092388563217,-12.924160130235691
15.701677953139686,12.038298283950255,13.26208327680797
0.25044438301213745,-7.210680037153878,-2.6156534478953404
-9.399958660535887,-12.560313274793685,-9.37867827571327
0.12862105137817537,-10.94575028651245,-4.8529339833858245
-10.534448318425206,-11.780416183415454,-10.569544823956022
-4.069415142469481,-9.65919785731323,-5.754004333068849
29.078798924819374,22.141249333754928,27.167140723509377
-8.723696758680418,-27.693141033582776,-17.829938551683156
1.1005881500806538,-2.6872917937670024,0.4311400039670019
-10.140849163465575,-27.208758404188245,-17.521430242992977
16.702280675307655,13.629133855239303,16.309159704796897
-15.317355205946043,-23.056925823621825,-17.587202344943847
-10.668993999891356,-16.64325242274292,-12.224464433619772
-6.679232647352293,-10.91511826746948,-7.680039038737888
-4.091242840223387,-18.107447674207776,-10.573946869440036
11.603201543227577,6.122122441665084,8.68739017151249
-11.6494246029187,-20.464076092176512,-15.021263429318282
-11.950418167058018,-8.661260299626377,-11.221125658003928
-15.252643869928761,-13.871868418268605,-12.996839904858831
-24.193775058664073,-27.602413059152354,-23.609247987958398
21.115496312514686,15.314825688735397,21.6192353678761
-10.703280498914793,-7.789324810438231,-10.869913737103275
2.1043268789209364,0.6847750295556949,0.6458989299466111
2.17583337916507,-3.765977228745072,-1.4658092542870378
-17.51695161097534,-25.949336101942123,-20.939904091267977
8.22020421497487,3.0197685765471363,7.863688000066844
16.899904881850624,14.343420659438522,16.015496536064134
-4.2923689388562,-10.87442307703978,-7.280050679064857
-3.8902083826813794,-20.02414621837474,-12.4046250247265
2.2637653058637,-3.44845011772027,0.38324243936364155
-1.1251631283093246,-10.95185380213745,-5.810584694620729
-18.897303631239012,-27.806910564832748,-22.677853805998524
-0.6824903988171371,-13.205218365125745,-6.404230424643444
-10.38796012872794,-11.393262557927159,-11.590011717165211
-2.7626677059460434,-12.113818218641356,-6.806243880162924
-1.9577614592943533,-10.892491989079502,-4.284673142898669
-5.283289959364012,-16.7725935482312,-10.837451076020159
20.38169351710453,18.00588098658696,21.342367829014307
-30.69029605475785,-34.61909091559767,-31.103046481857575
-23.116023898996133,-27.702533603585948,-24.70026407375714
15.761233006850631,8.774702702895553,11.885964882637765
-5.446261455946043,-19.181979229383558,-11.797278776917153
-13.73073356622794,-12.508008651677159,-13.098826689416342
1.0085544293988562,-6.136491804732003,-1.2475556506843617
-4.327067513540754,-19.808638711050506,-12.512474193454352
6.503431950942421,3.0801455129541466,3.575003711222564
-8.719508221082762,-22.15256791346559,-14.819394575083749
-6.822068537338822,-16.857873285873993,-13.077643726562485
-41.32790021758501,-45.489307688288136,-40.641936690569
0.8256425357531754,-9.463442852430418,-3.586891511788849
-7.027667095594481,-13.107623150281995,-8.592156029055388
1.9702746023096154,-5.49795659886226,-3.0302303760579434
-3.9472786712084087,-1.0509163665209087,-3.4853441480594256
-2.856252039536102,-9.598603571518495,-7.036090028214616
-8.338742904606846,-6.564267806950582,-8.608167507837791
-23.60793674079298,-24.599971652902354,-21.72302335466219
-26.819606662667994,-33.57265842048048,-29.51471951141282
-13.002001812391356,-18.013751079969467,-13.616366818817184
-26.871013523019556,-29.08163821784376,-25.658077852224707
-0.2829313778210434,-12.266360332899183,-5.93317604359811
-12.806399395399168,-23.843676617078856,-17.661990169971887
-9.054311447087315,-11.094587020817784,-10.503774592025508
2.6024837201703406,-2.9483356768023157,1.353264068153365
-4.583852462712315,-7.1456734465990195,-5.121592893932586
-15.243483593397215,-20.31025986903198,-17.17061263083221
16.67478433741703,10.886427556411178,13.272923122897893
-20.630145908273462,-24.026233554757823,-21.191461435422752
-3.6386824154186996,-2.058215191297606,-2.9100817653382336
-6.875687922104454,-18.98318609104976,-14.320594354627957
16.340723668471718,13.152655278579132,14.826450627930825
-10.3645722197924,-16.620061569157627,-11.313433726350581
-0.005320599012449634,-11.920939495496839,-5.455363305775279
-13.455326365045948,-17.988994883112355,-13.384833091514395
-26.540706516183604,-26.492267490304698,-24.984549122894535
-11.28815751307495,-29.357806255750745,-18.82785094403954
-11.280932476453856,-16.675074627332762,-12.108755680198101
-13.764553354792042,-12.130054758600636,-11.519235998333897
-2.9894269357763292,-12.107537592514603,-8.543475770785264
3.402200669633231,-1.5123768144976282,2.381286232750213
-9.987233810368565,-13.206052474919332,-13.32497934249956
-5.573290874891356,-17.611598064832762,-10.581621448389711
-1.6522499846849783,-10.107915573063892,-2.7840675826657275
-9.841611556950596,-7.261281661931051,-9.433139377020751
0.833426152602577,-5.66372808323726,-3.1162632211170944
-15.989359905653075,-23.64204697840698,-18.62794436959001
-2.179896404676512,-2.2906904720593246,-1.6423103143936117
3.129843388930702,-3.146584833725541,-1.2449548790050784
0.06922784937992077,-6.026635492905228,-3.9662175462580507
23.792597447768593,18.927855168715865,24.67779660312945
-3.50435384617672,-12.50846227513179,-9.187546431966595
19.471735631362343,13.732107793227584,17.96522836859282
-24.456542065076903,-30.812174847059325,-26.58645812409347
-7.637860946599034,-9.748944930974034,-8.774485006905508
4.849859542902912,0.8563254547681538,4.344321957225517
-23.60793674079298,-24.599971652902354,-21.72302335466219
-14.602613143864659,-17.814885787907627,-17.989260295921056
-22.8539313086641,-25.37704074469923,-21.98768610307833
-6.577792217664793,-10.511233379774168,-7.835443581406139
-7.60799186700919,-6.0373589324388774,-7.270407689356219
-15.19658821100333,-13.506322555485752,-14.511751405430573
19.944658910170936,17.481093083754928,19.578517528138107
-17.95809715265372,-19.372464828434985,-20.09792623968403
7.468569432631867,2.0909563650049137,4.038484808518021
-10.402384807996825,-15.65583329432495,-11.515874273802922
-8.140560434870167,-14.294849680475636,-9.430480144255029
4.370516128596272,-2.5481926726732524,9.804407424982976
-3.9631376766491684,-8.239535381727308,-4.480374920693748
-10.272742321424559,-11.65785508387573,-11.577615903329061
3.201767783090105,-7.3442679835114575,-0.9177355585250808
-2.8577986263561996,-14.653750469617918,-7.795174099271449
15.64487711085453,7.328543340102584,10.437853238782694
3.949838609086356,-10.185701399458566,-1.945093947837421
-13.333590557508543,-18.1005964779187,-13.851623176439887
3.1304187482465125,-13.722909956587472,-4.569891518841558
-12.709349682264403,-21.781001141004637,-15.99813819446598
-6.460902264051512,-13.25483231776245,-8.049652530140733
-11.04976182215698,-17.349223186903075,-12.285046601711457
15.761233006850631,8.774702702895553,11.885964882637765
2.6234988874066687,-6.767778425825753,-0.22462618813781887
-3.697267227116612,-6.353139572087315,-3.309269155427586
-40.06210737090532,-44.67346601348345,-40.51501123518621
-5.580683846548567,-18.970297951773176,-11.039093235408629
-18.31907563441284,-27.09331040614134,-22.100961280496065
-15.83540885919669,-15.660031967106846,-17.339802808543737
-12.331106215132394,-22.813493757857017,-17.02354310292928
-14.935366680555418,-24.8856306576062,-18.5708952357608
-11.04976182215698,-17.349223186903075,-12.285046601711457
-20.39829163783081,-28.032511761121825,-23.219276567484016
-38.0438269385469,-45.864688754953136,-42.62356492606523
-4.007806807173409,-16.512384443892145,-10.002843477175517
-12.609716110173252,-10.08723991388419,-11.994474948956025
10.912901555434601,4.227080022231476,7.0296072411402974
-23.192038586072997,-30.551890423231214,-25.945729096877926
-26.83727634040237,-30.334026218332042,-26.89726865092524
-26.067020297921886,-27.932132602609386,-24.387287920766454
-21.368416117243214,-24.727543161920963,-21.087528926169142
-7.562151958875731,-11.714015057020262,-7.566736069902532
-6.609820415906981,-10.117915203504637,-7.424761092876622
14.686575566665077,9.68115106715338,12.10637560946111
-13.299532940321043,-18.686335613660887,-14.81642694693005
-11.612513592176512,-16.160754253797606,-11.954490459391081
1.6883209752287769,-5.932143349722395,-2.138800964232246
5.747892684992763,-2.1141487883959087,-4.034659446591974
4.46499821601995,-11.76227000297419,-1.8700361174985431
19.772089635268593,12.466719304458053,14.89131562662125
-2.951661758366612,-6.434369735661534,-2.096860792315738
6.265512771662678,-2.568235092106846,4.684079719422257
-8.546827011052159,-12.305928878727926,-9.606338460267352
-9.006009750309971,-8.005826644841221,-8.926767898809558
-12.530909588270262,-20.38598923914917,-15.80298216527926
-10.576106121473387,-14.251467754774168,-10.652370667803183
-23.088176608957042,-26.669559360421886,-23.687255115978317
0.9345454877484656,-8.66961100639216,-2.370771267921924
-6.1303154754076274,-3.117765121403721,-5.540667448180784
-7.021212627821043,-11.734980633192137,-8.35658945991274
-13.85409358085505,-27.325838118208566,-20.474399259746747
24.028574620620155,15.880591069594772,22.805279604861198
13.02174249781742,6.394415532485382,9.601076421808187
-13.195807506971434,-18.364001324110106,-14.624796569703193
4.584971104995155,2.7524401296533654,2.8904838942220863
-11.117953350477293,-17.88817124598512,-13.004126795595425
17.243704472915077,14.785551701919005,16.10828706051811
25.763788854018593,16.900084172622115,23.71288175499653
-7.8966169857312,-12.55089097254762,-9.183865395553994
-2.270209362440184,0.7033128238391129,0.6488167264519973
7.054518376723678,0.2653872121728966,3.069456991523964
-24.69728498321001,-24.2935221658272,-22.63438402588565
-12.750708630018309,-18.094088604383543,-14.173455877625258
3.2151469892133093,-13.609964399946861,-5.776308709727331
-5.958676986638096,-6.834439926091221,-7.319778092223942
1.5511458588208882,-2.0352913665209087,-3.437370204355929
-10.443827679090575,-15.500704815321058,-11.235795801031259
1.5761973012842176,-5.306680048569291,-2.565493143662067
5.226540427133074,-1.3413688135895683,3.6861341062964357
-16.836989452772215,-26.667086651258543,-21.037976895651838
-10.196162273817137,-18.17875962489134,-12.611453106336668
9.28498921863698,4.935295920297136,9.328673719397784
-25.102138400949244,-26.056384921945323,-24.349986150608288
-3.9270871530614926,-12.315659845932558,-9.40121448528754
8.710565872248615,0.7081626129712646,11.796200928615391
-18.577239086561278,-27.48816209071167,-22.028383008718947
-7.117938091688231,-15.53718095057495,-10.364653910493672
